addFifth,381,8
crowncrown,379,8
AlsoSamuel,374,10
AlsoSamuel,374,10
ItmE,371,11
SamuelAsWe,370,10
SamuelAsWe,370,10
fourteen,366,12
Samuel,356,16
Samuel,356,16
Samuel,356,16
Samuel,356,16
Samuel,356,16
Samuel,356,16
